wind_speed_kmph,wave_height_m,visibility_km,weather_severity
14.9816047538945,2.241844910800191,7.839986487919763,0.34247264516722914
38.02857225639664,1.9974725773884197,3.4760959647896925,0.6439286417607339
29.279757672456203,1.0569234750171603,4.773117554959089,0.46779679062652424
23.946339367881464,3.6436000206089276,7.306245094862546,0.5362451598221589
6.240745617697461,2.8597449630517735,5.8567147561958395,0.3359228252565094
6.239780813448106,5.194205953944022,7.9085683090791505,0.4505068388824996
2.3233444867279784,0.19265748289234952,9.689663209782879,0.042284012864445525
34.647045830997406,3.8632075653307583,2.93237350172158,0.745370159297593
24.04460046972835,4.577693271069367,7.6765417311844875,0.5920947214782183
28.322903111841818,4.556919415129842,3.842753245056916,0.7101685938926027
0.8233797718320979,5.316443802573151,5.315813819260554,0.45634710817132
38.79639408647977,4.374202456976964,2.2629018063611186,0.8343194018693729
33.29770563201687,5.566860369886178,3.0872590583415915,0.8423558998124154
8.493564427131046,1.9959395989253488,4.5582183123911975,0.3268339179518431
7.272998688284025,3.0192565005092584,4.73588644230388,0.3792960247373799
7.336180394137353,0.08447797969734405,9.196681731696767,0.09506003462059444
12.169689718381509,0.04174552381974728,7.934503274132121,0.16578986662248918
20.990257265289515,1.4407597227091193,9.777463745496329,0.3104039459235765
17.27780074568463,0.6048431828345116,6.792572082681924,0.27724944465884194
11.649165607921677,1.5612682076145217,3.9337098567305437,0.34190200611890736
24.47411578889518,1.0622597671703844,4.621240239373143,0.4231336709128479
5.579754426081673,0.17112014903188943,4.558687386335737,0.1760318064695613
11.685785941408726,5.455824878436296,4.611954621306013,0.5883404255503868
14.654473731747668,0.04933878833334915,7.383713384894525,0.2021597221751428
18.24279936868144,4.416492866022512,6.24646342472333,0.551931582927182
31.407038455720546,0.9128873215170992,5.0833934246931545,0.473261670831149
7.986951286334389,5.4733777319976,3.192718149829733,0.5809069986665892
20.569377536544465,5.3567756375393145,2.1771133035371673,0.7192698851306557
23.6965827544817,3.923406878215544,3.7506774207015408,0.6235127376784891
1.858016508799909,4.033404898803631,2.85977123174945,0.43027840037325216
24.301794076057533,0.03203485181813126,8.283560246817915,0.2794823926120925
6.820964947491661,5.909229396681612,2.899983662511083,0.6041586026701358
2.6020637194111806,5.266995621454886,7.793825898454689,0.42127716065534376
