vessel_id,timestamp,distance_to_port_km,speed_knots,avg_speed_last_1hr,acceleration,heading_change,engine_health
V001,0,1017.0618890480339,24.162143208968576,24.626131092591386,0.2959754525911098,4.680559213273096,0.7467983561008608
V001,1,1000.4171846025303,8.98742140685939,9.719773698409261,0.3033450352296265,21.242177333881365,0.7061753482887407
V001,2,955.064542817062,24.488467486753905,25.153352768354747,-0.8629826679651715,5.454749016213018,0.7550213529560301
V001,3,930.669780039724,13.17211813031214,13.221630993576616,-0.2041649440736526,8.736874205941257,0.8835558684167139
V001,4,911.4619553309551,10.371395631084711,9.955684928155147,-0.4009144701189249,13.682099526511077,0.935552788417904
V001,5,890.3594259734813,11.394454296692116,11.422923173519338,0.2772437065861273,1.3935123815999317,0.8822634555704315
V001,6,870.1746444633106,10.898910102683956,10.029013288654514,1.3466566117599998,28.96896099223678,0.9425192044349383
V001,7,845.7681845546563,13.178434075947301,12.37377830396007,0.5526990795364708,13.204574812188039,0.7366114704534336
V001,8,815.3620347167131,16.418007471891592,15.486784514122029,1.2279612062363463,7.7633994480005075,0.8987566853061946
V001,9,790.7321231971141,13.299088293519986,13.339224335875608,0.14013083802983894,5.545633665765811,0.9908753883293675
V001,10,751.5118413864128,21.17725799713895,22.056255880267326,1.1844820512829464,17.936999364332554,0.976562270506935
V001,11,733.9097434518102,9.50437253488263,8.89633825972092,-1.3643181332683858,9.759909922897931,0.8166031869068446
V001,12,710.5505905354408,12.61293354015623,13.27040855846009,-0.4297400199192323,8.428035290621423,0.8628088249474746
V001,13,691.2977322363354,10.395711824570965,11.000105786079043,-1.2763480689606874,29.60660809801552,0.9316734307889972
V001,14,670.2253677189135,11.37816658608093,10.389210820328135,0.9463842853645024,21.205720315428515,0.9187021504122962
V001,15,631.1266921238532,21.111595893661075,20.259685197129254,-0.4246028143671823,3.4760717857538914,0.958931027762678
V001,16,596.6867738988144,18.596068156068483,18.25786420577378,-1.3093249491419292,9.329469651469866,0.7975549966080241
V001,17,558.8998529800187,20.403305031747088,20.678419974457515,1.1616382277289796,14.16644775485848,0.7358782737814905
V001,18,521.6280540990899,20.125161382790914,20.64673148002471,0.1838315927084886,23.12901539863683,0.8481386789093173
V001,19,490.3543336988272,16.8864580994939,16.741540136211,-1.4237426197677143,3.2367428097991335,0.7094287557060203
V001,20,455.5015883105983,18.818976991484266,18.44768895363692,0.025712073494108312,27.226994217782792,0.7747876687446624
V001,21,427.76509236174456,14.976509691605706,15.487611968691803,-0.8136055035251326,2.30939729486379,0.7869254358741303
V001,22,407.8732013538395,10.740761883318076,11.600157188003221,0.9243611386932509,19.002112695312704,0.9614381770563153
V001,23,367.75438968474776,21.66242530728495,21.03556542505702,1.177676995469933,16.18026725746952,0.9422320465492188
V001,24,324.7258511979565,23.233552098699384,22.86955904864311,-1.1698442264169697,6.8380548762582505,0.8281323365878769
V001,25,284.15547430765275,21.906251020682383,22.62771218719507,-1.479143608406428,15.322419077326972,0.8252233009446337
V001,26,262.34663200279226,11.775832778002414,11.015563512669779,-0.48715448578911613,28.287291117375574,0.7969608796062265
V001,27,231.19702806782414,16.819440569637223,17.22547848742758,-0.40911119286211806,29.15346248162882,0.9887341884826334
V001,28,208.45391426605838,12.280299029031191,12.274796040815962,-0.597365070549691,8.545214831324028,0.7110660842063597
V001,29,174.4463907750353,18.362593677658246,18.36795172411597,-1.3455637462500318,8.359393927098344,0.9724797657899962
V001,30,152.08802420927634,12.07255214133853,11.362341885520976,-0.031641719167311066,29.56951362331802,0.7726165814534501
V001,31,116.11050863474966,19.426304305899933,19.949543536557368,-0.787087368022801,21.846490458355788,0.810334939815776
V001,32,81.38699186434141,18.74919912009085,19.01625854161264,0.10732405222427532,2.708693101632249,0.9505907486767714
V001,33,56.47155229877128,13.453261104519509,12.826298125319218,-1.3776745753357083,17.726788295647253,0.9032693085526847
V001,34,41.133301092806654,8.281993091773554,8.306179208372116,-0.8205126744061861,19.355183712283495,0.7523099287014974
V001,35,4.563817346388618,19.74594154774192,19.519412240342994,1.3101899662102037,4.1256283243797975,0.8023199053150776
V001,36,0.0,9.929049861090014,10.77843709764714,1.132018060142943,7.738248831454668,0.8979952138102537
V001,37,0.0,21.89277740342067,22.003179026619595,0.08895173506801957,7.25556872701355,0.7279308303417698
V001,38,0.0,23.252667885206556,24.053503999533216,0.3993043718198037,10.170893731461021,0.8047628723837983
V001,39,0.0,20.341246540794067,21.13546706069922,1.161259272795352,23.396266375728715,0.8926094938462863
V001,40,0.0,9.43037940491583,8.753636833105057,1.1956625655812378,18.1928717897877,0.7027591154849888
V001,41,0.0,9.725016228722545,10.052019766938656,-1.484815248461344,4.82424154252496,0.8646201368099758
V001,42,0.0,19.762218360775783,20.066140879780985,-0.8271920716183206,21.365376640426074,0.77117472624904
V001,43,0.0,13.531794868707552,14.0247776789436,0.448898697141644,25.47670231482534,0.8972838676901029
V001,44,0.0,17.661246256703016,16.848595792359202,-0.39685259082169955,7.9560710304517634,0.7731968930137251
V001,45,0.0,24.541179430791576,24.3273748801251,1.1761396655313399,18.934158779917887,0.9384433910624945
